,과목명,교수명,수업코드,수강후기,평점
1347,고전음악의이해,김경화,20055,클래식에 관심이 있다면 꿀교양관심이 없어도 수업집중만 한다면 꿀교양중간기말 시험+기말레포트시험은 수업 때 다룬 피피티에서 출제함출석잘하고 형식적 과제 안빼먹는다면 충분히 좋은 결과 가능교수님은 열정이 넘치는 참교수님이심,5.00
1348,고전음악의이해,김경화,20055,꿀교양은 아닌데 그렇다고 헬교양도 아니다.무난한 교양 정도.시험 만만히 보다간 생각보다 어렵다.근데 어렵게 생각하는 사람은 많아서 그런지 적당히 보면적당한 점수가 나온다. 그냥 무난한 교양 클래식 관심 많으면 꿀교양이 될듯 하다,4.00
1349,고전음악의이해,김경화,20055,"고전음악 관심 없으면 수업 듣기 힘듦...음악 외우는거 자신있으면 강의 추천하지만, 힘듦.",3.00
1350,고전음악의이해,김경화,20055,솔직히 클래식 오타쿠라면 그냥 에이쁠 가져갈수있는 수업이다. 사실 공부를 안해서 살짝 망쳤다고 생각했는데 듣기 다맞추고 빈칸채우기문제 다 채우고 매주 과제(인터넷복붙 1페이지씩임) 다하고 출석 다채우니까 에이쁠. 여기와서 처음으로 클래식을 차차 알아가 보려고 하면 학점은 차차 멀어질꺼다...,5.00
1351,고전음악의이해,김경화,20055,교수님 열정적이셔서 시험 범위가 많은 것 빼고는 수업 강의력도 좋으시고 교양중에 들을만하다 생각함,4.00
1352,고전음악의이해,김경화,20055,고전음악 꿀이라고 해서 했는데 사실 클래식에 관심이 있더라도외워하는 양이 절대적으로 있는 편이고 아무래도 외운다 한들이걸 정확하게 주관식으로 쓰는거라 쉽지 않아요그리고 여러가지 개념을 힌꺼번애 비교 서술 하는 문제가 많습니다ㅠㅠㅠㅠㅠ 솔직히 학점 꿀로 받는 수업은 정대 아니고요그냥 한번쯤...교수님이 좋아서 듣지만 내 학점은 결코 안전하지 못함요..,3.00
1353,고전음악의이해,김경화,20055,좋은 교수님 이지만 필자는 고전음악에 관심이없어서 그런지 상당히 힘든 수업이었다. 교수님은 상당히 열정적이시고 잘 알려주신다. 고전음악에 관심있는분들은 추천한다.,4.00
1354,고전음악의이해,김경화,20055,교수님이 정말 열정적으로 수업하심 모르는 분위기다 싶으면 더 자세히 설명해주심 덕분에 피아노도 치시고.. 그랬음  사실 나는 클래식인줄 모르고 들어온건데 약간의 관심이 생긴 강의였음 대형강의실에서 했고 그래서인지는 몰라도 자는사람 안깨우시고 딴짓하는사람 안잡음 그래서 이 시간에 다른 과제하는사람 여럿봄 출결은 전자출결인데 한시간 하고 잠깐 쉬는시간에 수업도우미가 자리 체크했음 지정 좌석제였음,4.00
1355,고전음악의이해,김경화,20055,교수님이 열심히 강의하신다. 시험은 ppt만 달달 외우고 감상문제 음악만 외우면 됨.,5.00
1356,고전음악의이해,김경화,20055,교수님께서 정말 열정적인 분이세요. 교양 다운 교양 수업이고 PPT만 달달 외우면 시험도 쉬워요. 다만 점심으로 인한 식곤증을 잘 견디셔야 합니다.,5.00
1357,고전음악의이해,김경화,20055,교수님 정말 친절하시고 설명도 재밌음 시험도 수업시간에 교수님말씀에 굳이 집중안해도 괜찮고 피피티만외우면되는데  다른교양에비하면 양이 적다고생각함.,5.00
1358,고전음악의이해,김경화,20055,에타보고 강의평가 좋아서 수강했는데 진짜 에이쁠 받음중간때까진 수업 개열심히 들었는데 중간이후로 퍼져서 수업 하나도 안듣고 맨날 다른수업 과제함근데 어쨌든 시험은 피피티만 달달 외우면 되고 음악 제목 외우는게 좀 힘들긴 한데 그래도 도움된다고 생각함쨌든 꿀교양찾는다면 추천추천,5.00
1359,고전음악의이해,김경화,20055,공부 앙은 많지만 학점 잘주시고 교수님도 좋아요,5.00
1360,고전음악의이해,김경화,20055,"예습과제 종종 있는데 걍 인터넷에서 백과사전 복붙하면 되는 과제임. 20분도 안걸려서 과제라고 부르기 민망한 정도. 기말과제는 내 인생음악/음악회 감상문 중 택 1해서 에세이 쓰기인데 대학생이라면 이정도는 할 수 있음. 중간고사는 수업 잘 안들었어도 ppt만 외웠으면 시험 무조건 다 적을 수 있고 기말고사는 ppt에 안적혀있고 수업 들어야만 알 수 있는 부분에서 단답형 한 문제인가 두 문제인가 출제되었는데 사실상 이거 다 틀리고 나머지 ppt 달달 외운 부분만 맞춰도 충분히 에이쁠 가능함. ppt양도 그렇게 많지 않으니 몇 시간 전부터 공부해도 다 맞을 수 있음. 다만 듣기평가는 벼락치기가 불가능하니까 미리 들어서 외워둬야 함. 중간 20곡, 기말 20곡인데 그 중에서 각각 10문제씩 출제됨. 중간고사는 10문제 전부 다 처음부터 들려주고 기말고사는 8문제는 처음부터 들려주고 2문제는 중간부터 들려줌. 아무곡이나 중간부터 들려주는건 아니고 중간부분에 특징이 있어서 수업시간에 중간부분을 들려준 곡만 중간부터 출제 됨. 수업 좀 들었으면 기말 20곡 중에 중간부터 출제할 곡 리스트가 만들어지니까 그것만 좀 신경써서 공부하면 듣기평가 충분히 다 맞음. 수업도 교수님께서 그냥 곡과 음악이론만 덜렁 알려주시는게 아니라 흥미있도록 이 음악에 관련된 배경 이야기, 음악가의 인생 이야기 등등 여러 이야기도 해주셔서 재밌음. 내가 느끼기엔 교양 중에는 꿀교양이고 참교양임. 노력 대비 점수 아웃풋 좋음. 완전 추천함.",5.00
1361,고전음악의이해,김경화,20055,"- 성적 A+ 받음 -교수님은 좋으신데.. 그걸 악용하는 애들이 많음. 수업시간에 서브웨이를 쳐먹질 않나;; 대놓고 엎어져서 자질 않나;; 이런 애들 태도나 참여도 점수 깎았으면 좋겠음.. 애들이 전체적으로 잘못한거지만 교수님도 애들 통제를 잘 못함.....ㅠㅠ 답답..(중간고사때 컨닝도 있었는지 기말엔 가방 다 앞으로 내놓고 시험봄 환멸 휴..) 중간은 쉬웠고 기말은 지엽적인 문제 은근 나옴. 서술형은 전체적 관점에서 서술하는거라 좀 어려울 수 있음. 그리고 당연히 나오겠지라고 생각한 부분에서 안나오고(카논 종류나 푸가 등등)예상외의 부분에서 문제가 나옴..난 3학년인데 저학년이 듣기 좋은 수업같음.. 3학년이 듣기엔 분량이 많아서 시험기간에 고생을 좀 했음..ㅠㅠㅠㅠㅠ 그리고 교수님 너무 달리심. 쉬는 시간 칼같이 5분만 주고 1시간 45분 수업함ㅠㅠ,, 난 힘들었음.. 그래도 전체적으로 음악에 대해 많이 배웠던 수업임 :)",3.00
1362,고전음악의이해,김경화,20055,과제는 5번 정도? 있긴 한데 거의 출석확인용으로 전부 다 인터넷 긁었음. 과제 하나 할때마다 30분은 걸렸나?싶음. 두 번은 에이포 반도 안씀. 수업 내용은 지식만 전달하기보다 작곡가의 삶의 배경이나 뒷이야기? 같이 일화같은걸 많이 얘기해주셔서 수업 내용은 재밌었음. 시험문제는 피피티 안에서만 나오는데 두번에서 세번정도 읽고 중요한건 외웠음. 중간이 너무 쉬워서 기말에는 지엽적인 문제가 나오긴 했지만 피피티 두 번 이상 봤으면 그냥 다 쓸 수 있음. 감상문제는 어차피 앞에 30초 부분만 듣고 맞추는 거라 오히려 이게 더 쉬웠음. 정말 이 수업 좋았음. 성적은 에이쁠받음..,5.00
1363,고전음악의이해,김경화,20055,교수님 진짜 천사예요... 다만 클래식음악에 관심이 없다면 비추입니다  과제도 별거없고 시험만 암기 잘하면되요,5.00
1364,고전음악의이해,김경화,20055,너무 좋은 수업이기는 하지만 클래식에 조금이라도 관심이 없다면 비추천!그렇다면 단지 졸리기만 할거에요조금이라도 관심이 있는 사람이라면교수님도 좋고 시험도 좋고 그냥 다 좋을듯!한가지 아쉬운 점은 지정좌석! 개인적으로 비선호해요 지정좌석..,5.00
1365,고전음악의이해,김경화,20055,정말로 교양을 쌓을 수 있는 교양수업입니다 교수님은 정말 천사급이십니다 교수님은 너무 좋으세요 학점도 저는 던졌는데 비쁠나오더라구요 감사할 따름입니다 그나저나 클래식이란게 몸과 마음을 편안하게 해주다보니 저절로 눈이 감기는 효과가 있더라구요 그런데 시험엔 교수님이  수업 중에 하신 말에서 나와요 그래서 수업 안 들으면 시험지에 뭘 적을게 없더라구요 그리고 클래식 음악 20개를 외워야해요 그 노래가 그 노래같아요 사실 저는 이 과목 시험땜에 엄청 스트레스 많이 받았지만 수업시간이랑 교수님이 좋아서 추천합니다,4.00
1366,고전음악의이해,김경화,20055,"클래식음악을 매주 주제별로 나누어 수업진행.(자연,사회,죽음,철학 등등). 그냥 시대별로 진행안해서 매우 좋았음. 클래식 잘모르고 베토벤,모차르트,바흐 정도만 아는데 수업열심히 듣고 a+나왔음. 좌석은 지정좌석제라서 몰래 도망 못감. 시험은 듣기평가, 단답형, 서술형있는데 서술형만 주의하면 됨. 전체적인 관점에서 문제 나오니 열심히 공부해야함. 수업자체는 부담없이 재밌게 들은편.",5.00
1367,고전음악의이해,김경화,20055,교수님 진짜 좋아요. 앞자리 앉아서 수업 열심히 듣고 수업 시간에 말하시는 내용들 꼼꼼히 필기해서 이틀만 외워도 성적 잘 받습니다. 교수님 진짜 넘 좋으신분,5.00
1368,고전음악의이해,김경화,20055,"개인적으로 수업 자체는 흥미로웠으나 시간대가 점심시간 후인데다가 강의중에 클래식 음악을 몇곡 들으니 식곤증 부르기가 너무 쉬웠다. 그래서 식곤증 안 만들려고 점심 안먹고 아이스커피 사들고 갔는데 버틸만 했다. 설명도 잘 해 주시고 아래 수강평들에서 말하는 듣기시험은 일주일  전부터 준비했는데 다 맞았고 외우는건 양이 많기는 하지만 다른 교양에 비해서는 많지 않다고 생각한다. 참고로 내 주변 사람들이 죄다 ~의 이해를 듣는 바람에 외울 분량을 알게 된 ~의 이해가 4개정도 되는데 고전음악의 이해가 겉보기에 외울게 제일 적어보였다. 클래식 음악(교향곡,오라토리오, 오페라, 가곡 등등)을 몇 곡 아는 사람에게는 나름 무난하지만 아예 모르면 힘들 수도. 단 과제가 격주 혹은 매주 있는 편인데 이게 좀 귀찮다.",4.00
1369,고전음악의이해,김경화,20055,교수님은 정말 좋은분임. 근데 클래식 음악에 관심 없으면 수업이 너무 힘들긴함. 과제가 매일 있진 않고 격주정도로 잇는편임. 난 시험 이틀전부터 공부하고 전날엔 밤샛는데도 별로 좋겐안나왔음.. 흥미를 가지고있다면 추천,3.00
1370,고전음악의이해,김경화,20055,교수님  되게 좋은  분 같고 강의를 되게 열심히 하신다다만 나는 클래식에 흥미가 있다고 생각하고 강의를 신청했으나내가 얼마나 클래식이랑 안 맞는지 조금 깨달은 것 같다..흥미가 있다면 충분히 재밌게 들으실 듯그리고 시험은 어렵지도 쉽지도 않으나 조금 의외의 포인트에서 나온다는 말에 동감한다,4.00
1371,고전음악의이해,김경화,20055,열성적인 강의 와 그에 비례한 풀강  고전음악을 듣고 제목맞추는 문제가 10문제정도 출제됨 미리미리 준비하면 좋은점수 받을 수 있겠지만  몰아서 들으면 엄청 헷갈림 다음강의 내용 관련해서 조사해오는  과제도 5-6번 정도 있으나 구글링해도 무관 학습참여도로 평가하시는듯함,4.00
1372,고전음악의이해,김경화,20055,말이 필요없다 ! 최고의 강의  교수님짱~~~~~~~,5.00
1373,고전음악의이해,김경화,20055,노력대비 많이 배워가고 학점 가성비 정말 좋은 강의 클래식 좋아한건 아닌데 이 수업듣고 관심생김곡 감상하면서 수업 진행하고 교수님도 친절하심 굿굿,5.00
1374,고전음악의이해,김경화,20055,정말 좋은 교양 수업이라고 생각이 듭니다. 다양한 고전음악을 들어보고 좋았어요. 참 과제를 특출나게 잘하면 가산점이 좀 있어요. 시험 문제 중에 음악을 듣고 작곡가와 곡 이름을 맞추는 감상시험이 있다는게 독특합니다.,5.00
1375,고전음악의이해,김경화,20055,수업은 정말좋았는데 제가 공부를 열심히 하지않아서 그렇게 좋은 학점은 못받앗어요 ㅠㅠㅠㅠㅠㅠ,5.00
1376,고전음악의이해,김경화,20055,클래식 관련 수업을 지루하지않게 해주심. 교수님들 특유의 깐깐함이나 보수적인거 없이 학생들 배려도 해주시고 수업도 너무 재미있음!,5.00
1377,고전음악의이해,김경화,20055,교수님이 너무 너무 좋으세요 수업도 재미있게 하시는데 개인적으로 클래식에 관심이 없어 졸았네요ㅠㅠㅠ 클래식에 관심 있으신 분들께 강추,4.00
1378,고전음악의이해,김경화,20055,This class was so much fun for me that I was interested in classical music. She was enthusiastic and informed about various classical music. It's actually a secret. The test and the assignment are also very easy.,5.00
1379,고전음악의이해,김경화,20055,정말 교수님이  수업에 대한 열의도 있고 수업도 어렵지 않습니다. 클래식에 관심 있다면 꼭 들어보세요,5.00
1380,고전음악의이해,김경화,20055,진짜 들을만한 가치가 있는 강의입니다!시험 공부하면서 되게 얻어기는 것이 많다거 느꼈던 강의에요. 강추!!,5.00
1381,고전음악의이해,김경화,20055,일단 교수님이 너무 좋아요.솔직히 클래식에 크게 관심이 있었던 편도 아니였는데 수업을 재미있게 들었어요.그리고 시험공부도 그렇고 과제도 그렇고 무난하고 가볍게 할 수 있어요!!제가 들었던 교양 중에 정말 교양이라고 할만한 수업이라고 생각해요.추천!,5.00
1382,고전음악의이해,김경화,20055,점심시간 이후 수업이라 졸음과의 사투가 많았지만 ppt 음원 다 올려주시니 다 외우기만 하면 시험은 충분한데 좀 의외의 포인트에서 문제가 나오기도 함..과제는 쉽게쉽게 할 수 있는걸로 내주시고  결과적으로 학점은 잘 주시는 듯. 점수가 썩 좋은 편은 아닌데 에이쁠 주심bb,5.00
1383,고전음악의이해,김경화,20055,교수님 & 수업내용 좋아요 ㅎㅎ 학기중에 가장 기다려졌던 수업,5.00
1384,고전음악의이해,김경화,20055,클래식 음악에 관심이 있으면 추천. 관심 없는 사람은 두시간 내내 졸음과의 사투. ppt도 시험에 나오는 음악도 다 올려주기 때문에 미리 공부해두면 점수따기엔 크게 어렵지 않다 하지만 교수님의 수업스타일과 내용이 매우 지루했음,3.00
1385,고전음악의이해,김경화,20055,중간 기말 다 듣기평가 있는데 수업 때 배웠던 클래식 20개 중 10개 나옴 파일 다 올려주심피피티로 수업 진행하시는데 추가적인 팔기 딱히 없어도 됨피피티만 본다고 시험 잘 볼 순 없지만 평타이상 봄잘 가르쳐주시고 열정적이심 예쁘고 고우심 ㅠㅠㅠㅠ과제 네다섯개 있었는데 어렵지 않음 서치하면 다 나오는 거고 한두번 안 냈는데 에이쁠 받음,5.00
1386,고전음악의이해,김경화,20055,교수님조으시고 수업도 재밋는편이에요   교양과목으로 딱좋습니다~~,5.00
1387,기업가정신과리더십,한창수,20056,난 개인적으로 비추. 교수님이 무슨 말씀을 하고 싶으신지 잘 모르겠고 내용도 어려워서 새내기들에게는 더 비추. 시험 없고 팀플로 대체했는데 80명되는 수강생들 중 반이 중국인 유학생이라 팀플하기 어려웠음.,3.00
1388,기업가정신과리더십,한창수,20056,"에이받아도 기분 더러운 수업. 외부강사로 초청해왔으면 기본적인 강의력은 갖추어야할텐데 교수님이 주관도 없으시고 교수 의견이 평가에 큰 영향을 미치지 않음. 수업내용이 모호하니까 경영애들이 이 수업때 배운 내용이 아니라 전공지식 가져다가 쓰게됨. 결국 팀 내에 경영이 얼마나 많냐가 플/제로를 나누는 결정적 요인이 되어버림. 교수평가는 대체로 플러스, 기업평가는 마이너스로 상쇄되어 결국 학생평가가 관건인데 과연 제대로 평가를 할 수 있는 학생이 있었는지는 의문. 80명 가까이 되는 수업 인원중 반절이 유학생+새내기인데 얘네들이 팀플할때 아는것도 없고 아무것도 안해서 개발암 프리라이더짓 함. 물론 막학기 취준생이라고 아무것도 안하는 고학번도 포함임. 이 수업에 진정한 승자는 아무것도 안하고 똑같이 에이 받아가는 프리라이더. 이 수업을 최대한 피하되 어쩔 수 없이 들어야 한다면 아무것도 하지 말고 자기 전공을 우선하시길",1.00
1389,기업가정신과리더십,한창수,20056,"시험없고 팀플위주 수업. 한두명이 캐리하면 어찌저찌 수습은 됨. 그래서 발암 프리라이더 개많음. 걍 죽었다 생각하고 자기혼자 다 할거면 성적은 보장됨. 수업 이름과는 다르게 교수님은 매우 구체적인 실무경영지식을 원하는데 어리버리 저학년과 잠수타는 외국인 유학생, 고집세고 참여 안하는 고학번이 합쳐져 총체적 난국임. 교수님은 프리라이더까지 포용하라고 하심ㅋ 수업시간에 배운 내용은 너무 포괄적이라 과제 해결에 전혀 도움이 되지 않음. 특히 1학년들 학점 잘준다고 듣는거 비추... 자기가 열심히 하려고 해도 아는게 없어서 필연적으로 도움이 될수가 없음 서로 답답함. 진짜 내가 경영학부 고학번인데 잠수타는 프리라이더 다 포용하고 자료조사 기업분석 인터뷰 ppt제작 발표까지 혼자 다 할 각오가 되있으면 들으셈",1.00
1390,기업가정신과리더십,한창수,20056,성적이 출석을 잘한다는 가정하에 A제로부터 시작이다!시험도 없고 팀프로젝트 하나만 잘하면 좋은 점수를 받을수 있다. 하지만 팀플이 한 7주..?정도 진행되는 큰 프로젝트여서 팀플을 싫어하는 사람들한테는 안맞는 수업일수 있다. 하지만 왠만하면 교수님이 A를 주시기 때문에 꿀 교양이라고 생각한다👍👍,5.00
1391,기업가정신과리더십,한창수,20056,"나는 에이쁠 나왔는데도 이 강의 선택한거 엄청 후회 ..일단 팀플이 있는데 엄청 복불복이라 팀원들이 괜찮으면 밑에 사람들처럼 뭐 시험은 없고 괜찮을 수도 있지만 ..나는 팀원들이 진짜 무임승차자들, 읽씹하는 사람, 사사건건 시비거는 사람, 다른사람의견은 다 싫다하고 자기 의견 많이 내는 사람 이렇게 총체적 난국이라 이 수업들으면서 정말 스트레스 많이 받음. 결국 내가 거의 자료 정리 피피티 발표 잡일까지 다하고 성적 좋게 받고 끝남.",1.00
1392,기업가정신과리더십,한창수,20056,"학점을 원한다면 꼭 듣길 원한다. 일단 최저점이 A부터 시작하는 강의이기 때문에 강의 선정의 기준이 학점에 있는 사람이라면 꼭 수강하길 권한다. 하지만 학점과는 별개로 수업자체의 질은 그리 좋은 편이 아니었다고 생각한다. 그 이유는 교수님께서 전달하시고자 하는 것이 너무 추상적인 것에 있었기 때문이다. 한 학기 끝나고 나면 딱히 머릿속이나 가슴속에 남는 것이 없었다고 생각한다.(물론 좋은 학점은 남았다.) A와 A+을 나누는 기준은 시험 대체인 팀 발표가 있는데, 본인이 팀플을 싫어한다면, 하지 않기를 권한다.(생각보다 모일일이 많다) 보통 1학년들이 많이 수강생의 40~50%를 차지 하므로, 그대가 만약 고학년이라면, 팀플을 캐리하게 될 일이 생길 것이다. 어쨌든 결론적으로 본인은 A+이었기 때문에 강의에 대해서는 만족, 그러나 영양가가 있었느냐고 묻는다면 잘 모르겠다고 하겠다.",4.00
1393,기업가정신과리더십,한창수,20056,"학점은 A나 A+ 주셔서 좋음. 솔직히 팀플은 팀 인원대비 빡센것도 아님. 단, 꿀빠는 사람들이 정말 많다. 진짜 꼴보기 싫을 정도로 도움도 안되고 분위기 보면서 대답만 하는 사람도 많음. 1,2 명이 캐리한다면 충분히 캐리가능한 수준임. 교수님 인품은 4학년 다니면서 최고라고 생각함. 수업 외적인 부분도 메일보내시면 정성스레 답변해주심. 과목 이름이 기업가 정신과 리더십인데 그래서 그런지 진짜 리더쉽을 기르고자 하는 사람과 지가 리더쉽이 있고 뛰어나다고 착각하는 사람들이 있음.",5.00
1394,기업가정신과리더십,한창수,20056,학점 잘주심! 그만큼 해야할게 많은 수업. 교수님 정말 좋은분이지만 팀플이 빡셈. 추가적으로 1학년은 제발 신청좀 하지 말길. 피해만주고 카톡 안읽고 아무것도 안할거면 그냥 듣지마세요. 예체능계열도^^,4.00
1395,기업가정신과리더십,한창수,20056,굉장히 힘든수업. 특히 자기조에 1학년이 많으면 기업의 logical level을 몰라 헛소리 하는 경우가 많음.  팀장걸리는순간 지옥시작. ppt자체가 경영실무중심의 기업정신을기반한거라 까다로움. 1학년애들은 학점 잘준다는이유로 듣지말고 남한테 피해안줬으면 좋겠음. 실무경험에 굉장히 많은도움을줌. 단순한 ppt에서 끝나는것이아닌 기업을 바라보는 새로운 시각을 가져다줌,3.00
1396,기업가정신과리더십,한창수,20056,A시작 A플까지팀플을 싫어하는 분들은 비추다음 학기부터는 카메라 마이크 키는것을 필수로 한다고 함그래도 교수님이 친절히 하나하나 답변해주시고 굿굿,5.00
1397,기업가정신과리더십,한창수,20056,팀플로 진행되는 수업 .무엇보다 팀원이 가장 중요한 건 사실이다 교수님은 너무 인자하시고 잘 도와주신다시험은 없지만 다소 어려운 팀플발표로 힘들고 무임승차로 힘들긴하지만 학점을 엄청 잘주셔서 들어볼만하다,4.00
1398,기업가정신과리더십,한창수,20056,내가 A+이라니 말도 안돼....중간고사기간까진 할거 별로 없습니다.Logical level 설명할때 그거 하나만 잘 필기해두시고기억하면 좋겠지만 어차피 기억 안날걸요그거 하나라도 기억해두세요.기말을 과제로 대체할 수 있을건데 이게 좀 빡세긴 합니다.대신에 성적은 후하니까 걱정하진 마시고.어려워보여도 logical level만 잘 이해하면 어려울 건 없습니다.,5.00
1399,기업가정신과리더십,한창수,20056,그 어떤 전공보다도 시간을 많이 투자해야 함. 1-2학년에게는 아주 난이도 높은 팀플일 수 있음. 그러나 취업을 준비하는 학우들에게는 실무적으로 정말 도움이 된다고 생각함. 교수님이 젊고 깨어있으심,5.00
1400,기업가정신과리더십,한창수,20056,"시험 없고, 강의는 초반엔 30분 정도 일찍 마쳐주시다가 어느 순간 풀강. 출석이 매우매우 중요하고, 과제가 고민과 생각이 매우 많이 필요하고 어려움. 하지만 중간 기말이 없으니까 과제 난이도 납득 가능.. 과제 열심히만 하면 점수 잘 받을 수 있음",5.00
1401,기업가정신과리더십,한창수,20056,팀플좀빡세고 점수는 개혜자 출결이반이상일정도로 매우중요한것같다,5.00
1402,기업가정신과리더십,한창수,20056,조별과제에 쏟는 시간 매우 많음교수님은 정말 좋은 분이지만 수업자체의 내용으로 얻어갈건 많지 않음할때는 너무 힘들었지만 신기하게 점수는 잘나왔음출석이 매우 중요,5.00
1403,기업가정신과리더십,한창수,20056,2시간 강의에 중간 기말 없고 학기말에 조별과제 발표가 끝입니다. 조별 과제에 쏟는 시간은 많으나 중간 기말이 없는 만큼 커버가 된다고 생각합니다. 교수님 친절하셔서 과제같은거 가이드라인도 질문하면 잘 잡아줍니다.들이는 노력에 비해 학점을 아주 잘 줍니다. 꿀교양으로 강추,5.00
1404,기업가정신과리더십,한창수,20056,조별과제가 쉬운편은 아니지만 의미있는 수업입니다,5.00
1405,기업가정신과리더십,한창수,20056,무조건 들으세요 한창수 교수님 너무 젠틀 하시고 학생들 의견 경청해주시고 너무 의미있던 수업,5.00
1406,기업가정신과리더십,한창수,20056,조별과제 개 헬이지만출석에 이상이 없으면 A0부터 시작한다고 하셨습니다(아직 학점 안나옴)조별과제 많이 어렵고 처음 시작이 정말 힘들어요그치만 클러스터 영역이고 교수님 자체도 좋은 분이라는 생각이 듭니다 또 학점도 어느정도 보장이 되니 나쁘지 않은거 같아요,4.00
1407,창업과지적재산권,이희종,20057,갓..빛희종교수님이시다 수업 내용도 유익했고 새로 알게되는 내용도 많아서 좋았음 다만 수강신청이 빡세서 그렇지 수강신청 성공하고 들으면 매우 꿀강의,5.00
1408,창업과지적재산권,이희종,20057,"저번학기 제일 편하게 들었던 강의과제는 매주 강의 내용 1~2줄 쓰는거고, 중간은 레포트 하나만 쓰면 끝. 비대면이라 시험 안 봄.",5.00
1409,창업과지적재산권,이희종,20057,최고~~!!저는 그냥 대충 학점 채워준다는 수업만 듣는데 저같은 사람한테 베스트,5.00
1410,창업과지적재산권,이희종,20057,와 진짜  ‘빛 희종’ 그저 빛 그 자체다... 이번 학기엔 중기말 대체로 레포트 하나 제출했음. 레포트 열심히 쓰긴했지만 걱정했었는데 A+ 감사합니돵,5.00
1411,창업과지적재산권,이희종,20057,최대한 부담 덜주시는거같고 성적도 절대평가에 후하게 주셔서 만족스러운 수업이었어요!!,5.00
1412,창업과지적재산권,이희종,20057,주저리 말할 필요 없음 ㅆㅅㅌㅊ임들을 수 있을 때 들으삼코로나 때 들은 게 아쉬움 나중에 빡센 학기에 들을걸,5.00
1413,창업과지적재산권,이희종,20057,강의평 좋은데는 이유가 있었다..! 학점도 잘 주시지만 기본적으로 살아가는데 도움이 될 실용적인 법들에 대해 많이 배운듯함. 이번학기에 들은 과목중에 제일 집중할 수 있는 과목이었음!,5.00
1414,창업과지적재산권,이희종,20057,4학년 1학기 될 때까지 들은 교양 중 가장 최고였다.무조건 듣길 추천,5.00
1415,창업과지적재산권,이희종,20057,그저 빛... 창지 A나 A+ 못받으면 사람 아닙니다 정말.....  과제는 초반에는 강의내용 물어보다가 후반에는 의견이나 경험 물어보는 과제로 바뀌어서 어려울 것 하나 없었구요! 팀플 없고 중간고사 대체과제에다가 기말은 지금까지 출결로 대체해서 평가하는 갓 수업이 어딨나요... 심지어 수업 내용도 알차요! 창업 말고도 저작권이나 매번 틀어주시는 동영상 같은 게 은근히 도움이 많이 됩니다! 강의 듣고도 모르면 인터넷 찾아도 충분히 나오는 내용들로 과제 주시니까 몰라서 못적었다 말이 안되구요🙃 진짜 갓갓가가가가가갓,5.00
1416,창업과지적재산권,이희종,20057,정말 정말 인자하시고 수업 내용도 좋다 마이크만 바꾸시면 될 것 같다 갓희종,5.00
1417,창업과지적재산권,이희종,20057,창업에 관심 없어도 누구든 들어두면 좋을 수업! 교양인데도 얻어가는게 정말 많았어요,5.00
1418,창업과지적재산권,이희종,20057,"앞으로도 비대면이 유지 된다면 빨리 들어놓는 것이 좋을 수업. 이번 학기에는 중간고사용 대체과제와 강의를 들었는지 확인하기 위한 퀴즈만 있었다. 해당 퀴즈는 모두 약술형이었던 걸로 기억한다. 그 주 배웠던 강의에서 나오기 때문에 어렵지 않다. 기말고사는 없었고 차피 교수님이 절대평가니까 출석이랑 퀴즈만 잘 제출하면 다 에이쁠이라고 선언하셨다.교수님은 에리카 캠퍼스에 재직 중인 교수님들 중 유이하게 법학을 배우신 교수님이시다. 학생들을 배려해주시고 혹시나 법률문제와 관련하여 상담할 일이 있다면 자신에게 찾아오라고 말씀까지 하셨다. 싸강이 도입되고 다른 교수들 밑천이 드러나도 한결같이 그저 빛 밖에 없는 교수님이다.수업 내용은 창업을 하는 학생이 들어도 좋고 창업에 생각이 없어도 듣는 것을 추천한다. 창업 시 사업자 신고, 인터넷 쇼핑몰에서의 각종 약관과 같은 법 내용, 주택 계약 시 유의 사항, 저작권 등 이와 같은 실제 우리 생활에서 사용할 수 있는 법 내용들을 설명해주신다. 수업 자체도 어려운 내용들은 설명을 안하고 지나가신다. 판례를 들어 설명해주시는 경우도 있다. 머리만 있다면 수업 내용을 이해를 못할 수는 없을 것 같다.다만 아쉬운 건 한 학기내내 마이크 음질이 개선이 안되었다는 점. 이거 하나는 아쉽지만 그래도 강의 듣는데 아주 불편할 정도의 지장은 아니었다. 클러스터 영역 학점 채우는 것에 있어서 딱 좋은 수업.",4.00
1419,창업과지적재산권,이희종,20057,감사합니다 sensei흑흑 .. 공부 살짝쿵해도 에이플나옵니다,5.00
1420,창업과지적재산권,이희종,20057,이희종 교수님 정말 최고입니다 저 공부 하루했는데 에이플 중간도없고 기말만봐도 에이플 개꿀,5.00
1421,창업과지적재산권,이희종,20057,휴강도 자주해수업도 일찍끝나배우는 내용도 쉬워시험도 1번만 봐절대평가에 학점도 잘줘모든 꿀을 모아놓은 교양.,5.00
